Model Name,strategy,Accuracy
DummyClassifier,most_frequent,0.2552250160153748
,prior,0.2552250160153748
,stratified,0.19701580183642964
,uniform,0.17014333760409994
Accuracy,Precision,Recall,F1
0.23333333333333334,0.03888888888888889,0.16666666666666666,0.06306306306306306
