Model Name,alpha,Accuracy
MultinomialNB,0.0,0.19535494656397398
,0.2,0.19535494656397398
,0.4,0.19535494656397398
,0.6,0.19535494656397398
,0.8,0.19535494656397398
,1.0,0.19535494656397398
Accuracy,Precision,Recall,F1
0.1950665171671869,0.03251108619453115,0.16666666666666666,0.05440883118639484
